order_id,user_id,session_id,order_ts,gross_amount,discount_amount,net_amount,payment_method,coupon_id,coupon_discount_pct,item_count,total_qty,shipping_pincode,shipping_city_tier,payment_fail_count_before_success,device_reuse_count,pincode_reuse_count,order_value_zscore_by_category,qty_outlier_flag,multi_coupon_user_flag,high_discount_flag,new_user_flag,cod_flag,refund_amount,refund_approved,rto_flag,risk_score,risk_band
o000000012,u001736,s000000334,2025-08-03 10:49:49,16647.57,0.0,16647.57,card,,0.0,2,5,579260.0,unknown,0,1,36.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000013,u000152,s000000377,2025-08-03 17:04:12,4853.16,0.0,4853.16,card,,0.0,4,8,579266.0,unknown,0,1,23.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000014,u000762,s000000384,2025-08-03 03:26:09,384.6,0.0,466.76,netbanking,,0.0,2,2,579260.0,unknown,1,1,36.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000015,u002052,s000000386,2025-08-03 16:23:21,1813.55,0.0,1813.55,cod,,0.0,1,1,578418.0,unknown,0,1,27.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000016,u001385,s000000425,2025-08-03 14:56:03,2710.73,0.0,2710.73,card,,0.0,2,3,574573.0,unknown,0,1,20.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000017,u002061,s000000444,2025-08-03 10:59:32,33170.45,0.0,33170.45,cod,,0.0,4,10,563967.0,unknown,0,1,77.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000018,u003032,s000000467,2025-08-03 22:15:53,1795.55,0.0,1795.55,cod,,0.0,3,5,569539.0,unknown,0,1,76.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000019,u000300,s000000499,2025-08-04 00:01:22,1732.82,0.0,1732.82,cod,,0.0,4,7,578963.0,unknown,0,1,27.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000020,u000266,s000000521,2025-08-03 21:27:21,2968.57,150.0,2818.57,upi,cpn008,5.05,4,10,572901.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000021,u000691,s000000567,2025-08-03 02:30:57,5497.89,0.0,5497.89,card,,0.0,2,4,568375.0,unknown,2,1,59.0,0,0,0,0,1,0,0.0,0,0,33.0,Low
o000000022,u002851,s000000592,2025-08-03 18:46:37,2339.54,0.0,2339.54,cod,,0.0,3,7,579260.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000023,u002547,s000000627,2025-08-03 03:15:32,1332.85,0.0,1332.85,upi,,0.0,1,1,575439.0,unknown,0,1,28.0,0,0,0,0,1,0,1332.85,1,1,25.0,Low
o000000024,u002585,s000000644,2025-08-03 23:17:05,10657.1,0.0,10657.1,cod,,0.0,1,2,573828.0,unknown,0,1,28.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000025,u000596,s000000653,2025-08-04 07:05:50,2219.3,0.0,2219.3,netbanking,,0.0,3,6,568375.0,unknown,1,1,59.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
o000000026,u000830,s000000689,2025-08-04 08:28:46,731.94,0.0,731.94,cod,,0.0,1,3,575139.0,unknown,0,1,27.0,0,0,1,0,1,1,0.0,1,1,43.0,Medium
o000000027,,s000000704,2025-08-04 17:18:00,5093.39,0.0,5093.39,netbanking,,0.0,4,8,565106.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000028,u001428,s000000723,2025-08-04 12:54:28,7565.88,0.0,7565.88,card,,0.0,3,4,575139.0,unknown,0,1,27.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000029,u002956,s000000774,2025-08-04 12:19:31,8839.62,0.0,8839.62,wallet,,0.0,1,3,574621.0,unknown,0,1,18.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000030,u000162,s000000814,2025-08-04 03:17:37,6268.78,0.0,6268.78,card,,0.0,4,8,578896.0,unknown,1,1,22.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000031,u001377,s000000852,2025-08-04 16:00:03,11294.76,0.0,11294.76,upi,,0.0,3,9,568518.0,unknown,1,1,74.0,0,0,0,0,0,0,9223.77,1,0,10.0,Low
o000000032,u001819,s000000882,2025-08-04 17:47:39,8765.94,0.0,8765.94,card,,0.0,4,9,568375.0,unknown,0,1,59.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000033,u001676,s000000896,2025-08-04 08:19:10,6503.4,0.0,6503.4,cod,,0.0,3,5,577965.0,unknown,0,1,21.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000034,u001684,s000000931,2025-08-04 02:43:01,5178.26,500.0,4678.26,card,flash40,9.66,3,8,577899.0,unknown,2,1,24.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000000035,u001946,s000000961,2025-08-04 13:40:26,475.05,0.0,548.25,cod,,0.0,1,3,575439.0,unknown,0,1,28.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000000036,u001541,s000000979,2025-08-04 23:08:35,5059.0,0.0,5059.0,cod,,0.0,3,6,569190.0,unknown,0,1,55.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000037,u000405,s000000987,2025-08-04 20:51:45,9184.89,150.0,9034.89,card,flat150,1.63,1,3,569190.0,unknown,0,1,55.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000038,u002782,s000000997,2025-08-04 22:23:14,4863.28,0.0,4863.28,card,,0.0,3,5,577548.0,unknown,0,1,20.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000039,u000648,s000001026,2025-08-04 02:59:07,2166.39,0.0,2166.39,card,,0.0,2,3,572901.0,unknown,0,1,18.0,0,0,0,0,0,0,2166.39,1,1,17.0,Low
o000000040,u003141,s000001047,2025-08-04 06:09:31,1255.6,80.0,1175.6,upi,cpn009,6.37,1,1,569539.0,unknown,0,11,76.0,0,0,0,0,0,0,0.0,0,0,22.0,Low
o000000041,u000018,s000001055,2025-08-04 14:34:23,4108.49,150.0,3958.49,cod,flat150,3.65,4,5,573828.0,unknown,0,1,28.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000042,u002135,s000001063,2025-08-04 15:41:16,3174.86,0.0,3174.86,card,,0.0,2,5,574252.0,unknown,0,1,29.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000043,u001420,s000001064,2025-08-04 02:13:56,689.76,0.0,689.76,card,,0.0,2,2,,unknown,0,1,1.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000044,u000691,s000001073,2025-08-04 15:24:53,241.42,0.0,313.45,card,,0.0,1,2,568375.0,unknown,4,1,59.0,0,0,0,0,1,0,0.0,0,0,33.0,Low
o000000045,u000573,s000001099,2025-08-04 08:07:52,1934.65,0.0,1934.65,card,,0.0,2,3,577522.0,unknown,0,1,36.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000046,u002199,s000001109,2025-08-05 16:01:08,919.92,0.0,919.92,card,,0.0,1,2,568518.0,unknown,0,1,74.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000047,u002926,s000001132,2025-08-05 15:50:33,20918.18,0.0,20918.18,cod,,0.0,4,9,572398.0,unknown,0,1,29.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000048,u000509,s000001137,2025-08-05 23:54:54,145.62,0.0,206.25,netbanking,,0.0,1,1,572495.0,unknown,0,1,17.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000049,u001289,s000001149,2025-08-05 13:47:04,3261.08,80.0,3181.08,cod,shipfree,2.45,2,3,579260.0,unknown,0,1,36.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000000050,u000152,s000001164,2025-08-05 23:11:48,14980.38,0.0,14980.38,cod,,0.0,3,8,579266.0,unknown,0,1,23.0,0,0,0,0,0,1,0.0,0,1,25.0,Low
o000000051,u001885,s000001219,2025-08-05 21:30:01,2443.9,244.39,2199.51,card,cpn012,10.0,2,3,572788.0,unknown,1,1,19.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000052,u001021,s000001256,2025-08-05 07:43:47,12895.54,120.0,12775.54,cod,cpn014,0.93,4,9,568375.0,unknown,0,1,59.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000053,u000791,s000001303,2025-08-05 14:26:51,9887.15,80.0,9807.15,upi,shipfree,0.81,4,9,575588.0,unknown,1,1,15.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000054,u002613,s000001345,2025-08-05 10:17:56,6671.26,0.0,6671.26,card,,0.0,2,3,579236.0,unknown,0,1,23.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000055,u002850,s000001398,2025-08-05 16:12:57,230.91,0.0,275.17,card,,0.0,1,3,574597.0,unknown,1,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000056,u000580,s000001405,2025-08-05 09:54:52,431.49,0.0,525.68,card,,0.0,1,3,576074.0,unknown,0,1,29.0,0,0,0,0,0,0,524.61,1,0,10.0,Low
o000000057,u002812,s000001511,2025-08-05 09:14:32,18323.2,0.0,18323.2,cod,,0.0,4,9,575842.0,unknown,0,1,31.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000000058,u001760,s000001512,2025-08-05 22:01:49,1035.92,0.0,1035.92,cod,,0.0,2,5,575139.0,unknown,0,1,27.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000059,u001175,s000001537,2025-08-05 08:35:31,4411.48,0.0,4411.48,upi,,0.0,4,4,576334.0,unknown,1,1,19.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000060,u000333,s000001538,2025-08-05 21:47:52,27005.57,500.0,26505.57,upi,flash40,1.85,4,25,577545.0,unknown,2,1,21.0,0,1,1,0,0,0,0.0,0,0,43.0,Medium
o000000061,u001101,s000001553,2025-08-05 02:48:20,9796.73,0.0,9796.73,upi,,0.0,4,10,579609.0,unknown,1,1,27.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000062,u000860,s000001562,2025-08-05 09:46:10,8380.97,0.0,8380.97,card,,0.0,2,3,575438.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000063,u002712,s000001567,2025-08-05 16:43:39,2751.64,0.0,2751.64,upi,,0.0,3,5,575674.0,unknown,0,1,23.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000064,,s000001572,2025-08-05 12:35:35,3612.76,0.0,3612.76,cod,,0.0,4,8,567465.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000000065,u002954,s000001602,2025-08-05 20:08:52,7829.69,500.0,7329.69,card,flash40,6.39,4,10,571647.0,unknown,0,1,26.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000066,u001761,s000001608,2025-08-05 03:07:10,376.7,0.0,469.64,card,groc10,0.0,1,1,571631.0,unknown,1,1,16.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000067,,s000001631,2025-08-06 22:22:47,5485.44,0.0,5485.44,upi,,0.0,1,2,568920.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000068,u000901,s000001690,2025-08-06 16:15:13,11811.93,0.0,11811.93,card,,0.0,2,4,572149.0,unknown,0,1,27.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000069,,s000001721,2025-08-06 17:32:49,5353.95,0.0,5353.95,card,,0.0,3,4,561982.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000070,u002508,s000001733,2025-08-06 13:56:58,4416.36,0.0,4416.36,cod,,0.0,1,2,568375.0,unknown,0,1,59.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000000071,u000616,s000001744,2025-08-06 18:49:21,2584.97,150.0,2434.97,card,cpn008,5.8,1,1,574573.0,unknown,0,1,20.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000072,u001921,s000001784,2025-08-06 02:22:59,22225.67,0.0,22225.67,card,,0.0,3,5,563967.0,unknown,1,1,77.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000073,u001212,s000001838,2025-08-06 05:28:52,2742.72,0.0,2742.72,cod,,0.0,1,1,574441.0,unknown,0,1,21.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000074,u002875,s000001840,2025-08-06 12:45:19,9350.58,0.0,9350.58,netbanking,,0.0,1,3,577522.0,unknown,0,1,36.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000075,u000995,s000001876,2025-08-06 03:32:27,5902.63,0.0,5902.63,card,,0.0,4,8,568518.0,unknown,0,1,74.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000076,u002900,s000001890,2025-08-06 10:04:32,6529.6,0.0,6529.6,netbanking,,0.0,4,9,565285.0,unknown,1,1,62.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
o000000077,u001895,s000001914,2025-08-06 19:11:24,10692.97,300.0,10392.97,cod,cpn012,2.81,4,10,573709.0,unknown,0,1,35.0,0,0,1,0,0,1,0.0,1,1,35.0,Medium
o000000078,u001036,s000001916,2025-08-06 03:45:34,881.18,0.0,881.18,card,,0.0,2,3,575439.0,unknown,0,1,28.0,0,0,0,0,0,0,831.2,1,0,10.0,Low
o000000079,u001051,s000001950,2025-08-06 21:06:53,3628.18,0.0,3628.18,cod,,0.0,2,5,577522.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000080,u001780,s000001966,2025-08-06 00:36:16,984.88,80.0,904.88,card,shipfree,8.12,2,4,577742.0,unknown,1,1,28.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000081,u003166,s000002005,2025-08-06 18:42:54,9041.8,0.0,9041.8,upi,,0.0,4,7,575438.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
o000000082,u000874,s000002026,2025-08-06 02:08:11,2023.29,0.0,2023.29,upi,,0.0,2,3,568375.0,unknown,0,1,59.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000083,u001941,s000002027,2025-08-06 15:59:32,771.56,150.0,621.56,upi,cpn008,19.44,1,1,571541.0,unknown,1,1,18.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000084,u000143,s000002045,2025-08-06 02:24:14,8242.21,0.0,8242.21,card,,0.0,3,8,563967.0,unknown,6,1,77.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000000085,u002243,s000002054,2025-08-06 04:27:19,5927.37,0.0,5927.37,cod,,0.0,2,3,579266.0,unknown,0,1,23.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000086,u002787,s000002074,2025-08-06 10:53:07,4118.32,0.0,4118.32,upi,,0.0,3,4,572398.0,unknown,0,1,29.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000087,,s000002076,2025-08-06 20:21:01,9655.99,0.0,9655.99,card,,0.0,4,10,564941.0,unknown,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000088,u001175,s000002087,2025-08-06 20:10:38,2820.99,0.0,2820.99,card,,0.0,2,4,576334.0,unknown,0,1,19.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000089,u001860,s000002116,2025-08-06 13:26:33,33822.57,500.0,33322.57,card,flash40,1.48,4,11,579236.0,unknown,1,1,23.0,0,1,1,0,0,0,0.0,0,0,28.0,Low
o000000090,u000125,s000002144,2025-08-07 11:17:13,1465.58,0.0,1465.58,cod,,0.0,1,1,565285.0,unknown,0,14,62.0,0,0,0,0,0,1,0.0,1,1,37.0,Medium
o000000091,u001933,s000002173,2025-08-07 09:45:54,7639.44,300.0,7339.44,card,cpn012,3.93,4,9,573709.0,unknown,1,1,35.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000092,u002165,s000002175,2025-08-07 13:04:18,8831.96,0.0,8831.96,upi,,0.0,3,7,,unknown,0,1,1.0,0,0,0,0,0,0,0.0,0,1,7.0,Low
o000000093,u001905,s000002191,2025-08-07 01:05:43,853.71,80.0,773.71,upi,shipfree,9.37,1,3,574621.0,unknown,0,1,18.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000094,u001610,s000002196,2025-08-07 18:12:20,768.27,0.0,768.27,cod,,0.0,2,2,575139.0,unknown,0,1,27.0,0,0,0,0,1,1,0.0,1,0,26.0,Low
o000000095,u001466,s000002237,2025-08-07 14:50:48,579.0,0.0,579.0,cod,,0.0,2,4,577522.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000096,u001341,s000002255,2025-08-07 15:56:37,1812.74,120.0,1692.74,wallet,cpn014,6.62,1,2,571541.0,unknown,0,1,18.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000097,u001165,s000002325,2025-08-07 14:49:18,4731.08,0.0,4731.08,card,,0.0,4,7,565894.0,unknown,1,1,66.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000098,u001225,s000002329,2025-08-07 22:42:33,2133.09,80.0,2053.09,upi,shipfree,3.75,3,7,575614.0,unknown,0,1,20.0,0,0,1,0,0,0,1687.76,1,0,20.0,Low
o000000099,u001355,s000002343,2025-08-07 06:23:23,1777.26,150.0,1627.26,cod,cpn008,8.44,2,2,577626.0,unknown,0,1,21.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000100,,s000002361,2025-08-07 18:55:13,8721.03,0.0,8721.03,cod,,0.0,2,6,568470.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000000101,u000918,s000002371,2025-08-07 01:26:32,6474.78,80.0,6394.78,upi,shipfree,1.24,4,6,578600.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000102,u002003,s000002377,2025-08-07 07:31:21,4966.24,0.0,4966.24,card,,0.0,4,6,568375.0,unknown,0,1,59.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000103,u000427,s000002466,2025-08-07 20:10:22,6766.46,0.0,6766.46,card,,0.0,3,7,575618.0,unknown,0,1,18.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000000104,u003087,s000002474,2025-08-07 15:06:32,9205.43,0.0,9205.43,cod,,0.0,3,7,579266.0,unknown,0,1,23.0,0,0,1,0,0,1,0.0,1,1,35.0,Medium
o000000105,u000007,s000002475,2025-08-07 20:47:45,2691.71,80.0,2611.71,card,shipfree,2.97,4,4,571222.0,unknown,0,1,17.0,0,0,0,0,0,0,2611.71,1,1,17.0,Low
o000000106,u000620,s000002489,2025-08-07 09:56:45,5039.51,0.0,5039.51,card,,0.0,4,7,575438.0,unknown,1,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000107,u002637,s000002501,2025-08-07 13:04:24,5200.96,150.0,5050.96,netbanking,flat150,2.88,4,7,575439.0,unknown,1,1,28.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000108,u000452,s000002502,2025-08-07 18:33:05,12749.53,0.0,12749.53,netbanking,,0.0,3,4,575692.0,unknown,1,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000109,u000467,s000002503,2025-08-07 22:39:45,1355.02,0.0,1355.02,upi,,0.0,2,4,575439.0,unknown,1,1,28.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000110,u002443,s000002527,2025-08-07 13:37:21,10739.44,0.0,10739.44,cod,,0.0,4,7,563967.0,unknown,0,1,77.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000111,,s000002537,2025-08-07 05:26:42,4802.58,120.0,4682.58,upi,cpn014,2.5,2,6,566212.0,unknown,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000112,u002485,s000002565,2025-08-07 18:19:07,6097.17,0.0,6097.17,cod,,0.0,4,8,568375.0,unknown,0,1,59.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000113,,s000002597,2025-08-08 13:00:47,11082.45,150.0,10932.45,card,cpn008,1.35,2,4,569602.0,unknown,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000114,u002037,s000002602,2025-08-08 12:24:40,13244.1,0.0,13244.1,card,,0.0,4,10,577548.0,unknown,1,1,20.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000115,u001548,s000002606,2025-08-08 06:21:22,10662.57,0.0,10662.57,card,,0.0,4,10,575139.0,unknown,1,1,27.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000116,u001720,s000002615,2025-08-08 19:13:02,14611.47,0.0,14611.47,cod,,0.0,3,7,579884.0,unknown,0,1,26.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000117,u000929,s000002635,2025-08-08 20:58:20,5983.81,0.0,5983.81,card,,0.0,2,4,572788.0,unknown,0,1,19.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000118,u000154,s000002642,2025-08-08 16:42:16,3628.62,0.0,3628.62,upi,,0.0,4,7,572276.0,unknown,0,1,16.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000119,,s000002677,2025-08-08 18:16:18,7243.66,0.0,7243.66,netbanking,,0.0,4,10,569319.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000120,u001049,s000002680,2025-08-08 11:02:05,2705.43,0.0,2705.43,card,,0.0,3,5,576422.0,unknown,0,1,28.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000121,u002745,s000002688,2025-08-08 17:19:51,10976.53,150.0,10826.53,cod,cpn008,1.37,4,7,572769.0,unknown,0,1,31.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000122,u000513,s000002710,2025-08-08 01:13:49,1551.7,0.0,1551.7,card,,0.0,1,1,577545.0,unknown,0,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000123,u002493,s000002715,2025-08-08 06:31:13,233.09,0.0,270.38,cod,,0.0,1,1,577522.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000124,u001049,s000002737,2025-08-08 14:22:33,243.98,0.0,280.94,cod,,0.0,1,1,576422.0,unknown,0,1,28.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000125,u002388,s000002783,2025-08-08 21:42:35,4526.36,0.0,4526.36,upi,,0.0,4,4,577626.0,unknown,0,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000126,u002341,s000002793,2025-08-08 04:13:21,6396.44,150.0,6246.44,cod,cpn008,2.35,2,5,574081.0,unknown,0,1,28.0,0,0,1,0,1,1,0.0,0,0,36.0,Medium
o000000127,u000781,s000002844,2025-08-08 19:43:33,14800.25,0.0,14800.25,upi,,0.0,3,7,574360.0,unknown,1,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000128,u001265,s000002909,2025-08-08 00:42:38,429.67,42.97,459.24,upi,groc10,10.0,1,1,572276.0,unknown,1,1,16.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000129,,s000002934,2025-08-08 02:24:44,1200.39,0.0,1200.39,cod,,0.0,2,6,563094.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000000130,u000364,s000002951,2025-08-08 21:45:36,19399.43,0.0,19399.43,card,,0.0,3,8,572901.0,unknown,7,1,18.0,0,0,1,0,0,0,0.0,0,0,35.0,Medium
o000000131,u000166,s000002960,2025-08-08 10:34:10,5621.08,0.0,5621.08,upi,,0.0,2,5,563966.0,unknown,0,1,63.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
o000000132,,s000002987,2025-08-08 14:02:17,3249.36,0.0,3249.36,card,,0.0,1,1,561386.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000133,u002882,s000003028,2025-08-09 10:08:33,5946.32,0.0,5946.32,wallet,,0.0,3,6,577626.0,unknown,0,1,21.0,0,0,0,0,0,0,5946.32,1,1,17.0,Low
o000000134,u002448,s000003065,2025-08-09 01:33:27,5116.7,0.0,5116.7,cod,,0.0,3,5,563967.0,unknown,0,1,77.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000000135,,s000003109,2025-08-09 03:49:15,18176.09,0.0,18176.09,cod,,0.0,4,10,561250.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000000136,u000430,s000003113,2025-08-09 23:29:24,11508.05,0.0,11508.05,card,,0.0,4,6,575842.0,unknown,1,1,31.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000000137,u002165,s000003173,2025-08-09 12:29:48,9268.19,80.0,9188.19,netbanking,shipfree,0.86,3,6,,unknown,1,1,1.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000138,u002954,s000003226,2025-08-09 11:52:03,6448.95,0.0,6448.95,netbanking,,0.0,4,6,571647.0,unknown,1,1,26.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000000139,,s000003267,2025-08-09 05:46:52,7204.81,0.0,7204.81,card,,0.0,3,6,568759.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000000140,u000115,s000003278,2025-08-09 21:31:55,7362.51,0.0,7362.51,card,,0.0,3,7,578600.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
